product_id,product_name,slug,brand,category,user_category,short_description,full_description,product_status,sort_order,goals,aim,search_tags,primary_image_url,image_url_2,image_url_3,image_url_4,image_url_5,serving_size_label,serving_size_g,calories,protein_g,carbohydrates_g,fat_g,fibre_g,sugar_g,sodium_mg,usage_information,ingredients,warnings_allergens,variant_id,sku,variant_name,size_weight,flavour,colour,variant_status,price_inr,compare_at_price_inr,stock_quantity,low_stock_threshold,is_default_variant,created_at,updated_at,variant_count,variant_options,goal_tags
PROD-183,MOM Black Salt Roasted Makhana,mom-black-salt-roasted-makhana-mom,MOM,Healthy Snacks & Packaged Foods,Health Foods,MAKHNA product suitable for a health-focused Indian catalog.,"MOM Black Salt Roasted Makhana from MOM, listed in the provided Indian packaged-food dataset.",draft,183,General Fitness,healthy snacking,"healthy snacking, mom black salt roasted makhana, mom, healthy snacks",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,440,7,77,11,4,0,940,"Use according to the product label. Store in a cool, dry place.","Acidity Regulator (INS 330), Anticaking Agent (INS 551), Black Salt, Chilli, Edible Vegetable Oil (Sunflower), Flavour Enhancers (INS 627 and INS 631), Garlic Powder, Ginger, Hydrolysed Vegetable Protein, Iosied Salt, Lemon Powder, Makhana (Fox-nuts), Onion Powder, Seasoning (Sugar, Tomato Powder, and Yeast Extract), Spice and Condiments, Tomato Powder",Check label for allergens.,VAR-183-01,SKU-0337,100 g,100 g,,,active,150,172,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,healthy snacking
PROD-184,MR. MAKHANA Fox Nuts Black Salt,mr-makhana-fox-nuts-black-salt-mr-mahkana,MR MAHKANA,Healthy Snacks & Packaged Foods,Health Foods,MAKHNA product suitable for a health-focused Indian catalog.,"MR. MAKHANA Fox Nuts Black Salt from MR MAHKANA, listed in the provided Indian packaged-food dataset.",draft,184,General Fitness,healthy snacking,"healthy snacking, mr makhana fox nuts black salt, mr mahkana, healthy snacks",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,357.6,7.1,39.9,18.4,3.7,0.5,196.1,"Use according to the product label. Store in a cool, dry place.","Makhana (Popped Lotus Seeds) 70%, Olive Oil 10%, Maltodextrin, Black Salt, Acidity Regulators (E330 and E334), Anti-Caking Agents (E551 and E341)",Check label for allergens.,VAR-184-01,SKU-0318,100 g,100 g,,,active,150,172,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,healthy snacking
PROD-185,Mr Makhana Super Snack - Pudina Party,mr-makhana-super-snack-pudina-party-mr-mahkana,MR MAHKANA,Healthy Snacks & Packaged Foods,Health Foods,MAKHNA product suitable for a health-focused Indian catalog.,"Mr Makhana Super Snack - Pudina Party from MR MAHKANA, listed in the provided Indian packaged-food dataset.",draft,185,General Fitness,healthy snacking,"healthy snacking, mr makhana super snack pudina party, mr mahkana, healthy snacks",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,514.6,765,58.28,27.86,2.45,0.5,190,"Use according to the product label. Store in a cool, dry place.","Makhana (Popped Lotus Seeds) 70%, Olive Oil 18%, Spices and Condiments 10% (Dried Ginger, Dried Mango, Dried Garlic, Green Chilli, Coriander Leaves, Cumin, Cardamom, Turmeric, Fennel, Black Pepper, Clove, Nutmeg, Mace, Carom Seeds), Salt, Sugar, Lemon Powder, Mint Leaves, Maltodextrin, Acidity Regulator (Citric acid E330), Flavour Enhancer (Disodium 5'-ribonucleotides E635)",Check label for allergens.,VAR-185-01,SKU-0340,100 g,100 g,,,active,50,57,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,healthy snacking
PROD-186,Nandini Millet Laddu,nandini-millet-laddu-nandini,NANDINI,Healthy Snacks & Packaged Foods,Health Foods,LADDU product suitable for a health-focused Indian catalog.,"Nandini Millet Laddu from NANDINI, listed in the provided Indian packaged-food dataset.",draft,186,General Fitness,"breakfast, high fibre","breakfast, high fibre, nandini millet laddu, nandini, healthy packaged foods",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,553,6.8,67.4,27.6,0,25.5,53.6,"Use according to the product label. Store in a cool, dry place.","Milk Solids (Ghee, Dairy Whitener), Sugar, Pear Millet (15%), Finger Millet Flour (15%), Sorghum (15%), Natural Brown Sugar, Coconut Powder, Cardamom Powder, Cashew Nuts.","milk, tree nuts",VAR-186-01,SKU-0361,100 g,100 g,,,active,105,121,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre"
PROD-187,Nutrisum Oats Cookies,nutrisum-oats-cookies-nutrisum,NUTRISUM,Healthy Snacks & Packaged Foods,Health Foods,COOKIES product suitable for a health-focused Indian catalog.,"Nutrisum Oats Cookies from NUTRISUM, listed in the provided Indian packaged-food dataset.",draft,187,General Fitness,"breakfast, high fibre, healthy snacking","breakfast, high fibre, healthy snacking, nutrisum oats cookies, nutrisum, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,516.9,8.2,15.4,27.3,12,5,203.7,"Use according to the product label. Store in a cool, dry place.","Oats Flour (25%), Wheat Flour (Atta) (25%), Hydrogenated Vegetable Fat,  Cashew 5%, Almonds 2%, Pistachio 1%, Fructo Oligosaccharides, Sweeteners INS 965(I), Sweeteners INS 955, Milk Solids, Raising Agents INS 500(Ii),Raising Agents INS 503(Ii), Salt, Natural,  Nature Identical Flavouring Substances","milk, tree nuts, wheat/gluten",VAR-187-01,SKU-0319,100 g,100 g,,,active,95,109,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre, healthy snacking"
PROD-188,"Open Secret Zero Maida Chocolate Millet Biscuit, Healthy Snacks with No Refined Sugar & No Palm Oil",open-secret-zero-maida-chocolate-millet-biscuit-healthy-snacks-with-no-refined-sugar-no-pa-open-secret,OPEN SECRET,Healthy Snacks & Packaged Foods,Health Foods,MILLET COOKIES product suitable for a health-focused Indian catalog.,"Open Secret Zero Maida Chocolate Millet Biscuit, Healthy Snacks with No Refined Sugar & No Palm Oil from OPEN SECRET, listed in the provided Indian packaged-food dataset.",draft,188,General Fitness,"breakfast, high fibre, healthy snacking","breakfast, high fibre, healthy snacking, open secret zero maida chocolate millet biscuit healthy snacks with no refined sugar no palm oil, open secret, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,79.5,1.2,8.6,4.4,0.3,4.2,0,"Use according to the product label. Store in a cool, dry place.","Antioxidant (INS 322), Bajra Flour, Cocoa Powder, Corn Flour, Edible Salt, Fructooligosaccharides, Jaggery Powder, Jowar Flour, Maltodextrin, Oat Flour, Ragi Flour, Rice Flour, Rising Agent INS 503(ii),  Rising Agent INS 500(ii), Rising Agent INS 450(i), Rising Agent  E575, Skimmed Milk Powder, Udid Flour, White Butter,  Whole Wheat Flour","milk, wheat/gluten",VAR-188-01,SKU-0364,100 g,100 g,Chocolate,,active,45,52,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre, healthy snacking"
PROD-189,Open Secret Zero Maida Jeera Millet Biscuit,open-secret-zero-maida-jeera-millet-biscuit-open-secret,OPEN SECRET,Healthy Snacks & Packaged Foods,Health Foods,BISCUIT product suitable for a health-focused Indian catalog.,"Open Secret Zero Maida Jeera Millet Biscuit from OPEN SECRET, listed in the provided Indian packaged-food dataset.",draft,189,General Fitness,"breakfast, high fibre","breakfast, high fibre, open secret zero maida jeera millet biscuit, open secret, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,73.5,1.4,9.5,3.3,0.3,3.8,54,"Use according to the product label. Store in a cool, dry place.","Antioxidant (INS 322), Bajra Flour, Corn Flour, Cumin Powder, Edible Common Salt, Fructooligosaccharides, Jaggery Powder, Jowar Flour, Maltodextrin, Oat Flour, Ragi Flour, Refined Sunflower Oil, Rice Flour, Rising Agent INS 503(ii),Rising Agent  INS 500(ii),Rising Agent INS 450(i), Rising Agent INS 575, Skimmed Milk Powder, Udid Flour, Unsalted Butter, Whole Cumin (2%),  Whole Wheat Flour","milk, wheat/gluten",VAR-189-01,SKU-0365,100 g,100 g,,,active,45,52,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre"
PROD-190,Slurrp Farm Choco Ragi Puffs,slurrp-farm-choco-ragi-puffs-slurrp-farm,SLURRP FARM,Healthy Snacks & Packaged Foods,Health Foods,PUFFS product suitable for a health-focused Indian catalog.,"Slurrp Farm Choco Ragi Puffs from SLURRP FARM, listed in the provided Indian packaged-food dataset.",draft,190,General Fitness,breakfast,"breakfast, slurrp farm choco ragi puffs, slurrp farm, healthy packaged foods",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,328,7.3,83.9,2.2,0,18.6,0.07,"Use according to the product label. Store in a cool, dry place.","Millets (Whole Grain Jowar, Whole Grain Ragi), Sugar, Whole Grain Corn, Rice flour, Cocoa powder, Natural flavours (contains milk powder), Sunflower oil",milk,VAR-190-01,SKU-0367,100 g,100 g,,,active,27,31,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,breakfast
PROD-191,Sugar free D'lite Hazelnut & Roasted Almonds Dark CHOCOLATE BAR,sugar-free-d-lite-hazelnut-roasted-almonds-dark-chocolate-bar-sugar-free,SUGAR FREE,Healthy Snacks & Packaged Foods,Health Foods,CHOCOLATE BAR product suitable for a health-focused Indian catalog.,"Sugar free D'lite Hazelnut & Roasted Almonds Dark CHOCOLATE BAR from SUGAR FREE, listed in the provided Indian packaged-food dataset.",draft,191,General Fitness,healthy snacking,"healthy snacking, sugar free d lite hazelnut roasted almonds dark chocolate bar, sugar free, healthy packaged foods",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,509,5.5,49.3,40.6,0,0.4,221,"Use according to the product label. Store in a cool, dry place.","Maltitol (INS 965(i)), Cocoa Butter (33%), Cocoa Solids (18%), Almonds (10%), Fructo-oligosaccharides, Emulsifiers (INS 322, INS 476), Flavouring (Hazelnut)",tree nuts,VAR-191-01,SKU-0370,100 g,100 g,Chocolate,,active,99,114,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,healthy snacking
PROD-192,Mom's Magic Rich Cashew Almond Cookies | Mom's Favorite Baked Cookies,mom-s-magic-rich-cashew-almond-cookies-mom-s-favorite-baked-cookies-sunfeast,SUNFEAST,Healthy Snacks & Packaged Foods,Health Foods,COOKIES product suitable for a health-focused Indian catalog.,"Mom's Magic Rich Cashew Almond Cookies | Mom's Favorite Baked Cookies from SUNFEAST, listed in the provided Indian packaged-food dataset.",draft,192,General Fitness,healthy snacking,"healthy snacking, mom s magic rich cashew almond cookies mom s favorite baked cookies, sunfeast, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,503,7.8,66.4,22.9,0,22.8,0,"Use according to the product label. Store in a cool, dry place.","Almond Flakes (1.9%), Butter, Cashew Bits (2.6%), Edible Common Salt,  Emulsifiers INS 471, Emulsifiers INS 322(i),Emulsifiers INS 472e, Flour Treatment Agent (INS 223), Invert Syrup, Milk Solids, Raising Agents Raising Agents INS 500(ii), Raising Agents INS 450(ii), Refined Palm Oil, Refined Wheat Flour (Maida),  Sugar","milk, tree nuts, wheat/gluten",VAR-192-01,SKU-0360,100 g,100 g,,,active,150,172,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,healthy snacking
PROD-193,Sunfeast Farmlite Oats & Almonds Cookies,sunfeast-farmlite-oats-almonds-cookies-sunfeast,SUNFEAST,Healthy Snacks & Packaged Foods,Health Foods,COOKIES product suitable for a health-focused Indian catalog.,"Sunfeast Farmlite Oats & Almonds Cookies from SUNFEAST, listed in the provided Indian packaged-food dataset.",draft,193,General Fitness,"breakfast, high fibre, healthy snacking","breakfast, high fibre, healthy snacking, sunfeast farmlite oats almonds cookies, sunfeast, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,482,12.3,52.5,21.4,4.7,20.5,423.6,"Use according to the product label. Store in a cool, dry place.","Almonds (3.2%), artificial flavouring substances milk,artificial flavouring substances  VANILLA CAKE, emulsifier [lecithin (from soybean)], invert syrup, liquid glucose, iodized salt, maltodextrin, milk solids, oat flakes (21.2%), raising agents INS 450(i), raising agents INS 500(ii),raising agents INS 503(ii), refined palm oil, sugar, and wheat flour (atta) (35.3%)","milk, soy, tree nuts, wheat/gluten",VAR-193-01,SKU-0323,100 g,100 g,,,active,75,86,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre, healthy snacking"
PROD-194,Sunfeast Farmlite Oats & Chocolate Cookies,sunfeast-farmlite-oats-chocolate-cookies-sunfeast,SUNFEAST,Healthy Snacks & Packaged Foods,Health Foods,COOKIES product suitable for a health-focused Indian catalog.,"Sunfeast Farmlite Oats & Chocolate Cookies from SUNFEAST, listed in the provided Indian packaged-food dataset.",draft,194,General Fitness,"breakfast, high fibre","breakfast, high fibre, sunfeast farmlite oats chocolate cookies, sunfeast, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,484,11,63.6,21.6,4.6,26.2,248.8,"Use according to the product label. Store in a cool, dry place.","Almond (1.4%), artificial flavouring substances milk,artificial flavouring substances  VANILLA CAKE, cocoa solids (1.4%), compound chocolate chips (6.2%) ,cocoa butter, cocoa solids, dextrose, emulsifier [lecithin (from soybean)], natural flavours, natural flavouring substances, invert syrup, liquid glucose, iodized salt, maltodextrin, oat flakes (20.3%), raising agents INS 450(i),  raising agents INS 500(ii), raising agents INS 503(ii), refined palm oil, sugar,  wheat flour (atta) (31.3%)","milk, soy, tree nuts, wheat/gluten",VAR-194-01,SKU-0345,100 g,100 g,Chocolate,,active,75,86,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre"
PROD-195,Sunfeast Farmlite Oats & Raisins Cookies,sunfeast-farmlite-oats-raisins-cookies-sunfeast,SUNFEAST,Healthy Snacks & Packaged Foods,Health Foods,COOKIES product suitable for a health-focused Indian catalog.,"Sunfeast Farmlite Oats & Raisins Cookies from SUNFEAST, listed in the provided Indian packaged-food dataset.",draft,195,General Fitness,"breakfast, high fibre","breakfast, high fibre, sunfeast farmlite oats raisins cookies, sunfeast, better-for-you biscuits",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,461,7.5,68,19.5,6.9,18.3,298.1,"Use according to the product label. Store in a cool, dry place.","artificial flavouring substances milk,artificial flavouring substances  VANILLA CAKE, colours INS 150c,colours INS 150d, corn flakes, emulsifier [lecithin (from soybean)], iodized salt, invert syrup, liquid glucose, maltodextrin, milk solids, natural flavours, natural flavouring substances, oat flakes (15.7%), raising agents INS 450(i),raising agents INS 500(ii),raising agents INS 503(ii), raisins (8.7%), refined palm oil, sugar, and wheat flour (atta) (34.5%","milk, soy, wheat/gluten",VAR-195-01,SKU-0346,100 g,100 g,,,active,75,86,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,"breakfast, high fibre"
PROD-196,Sweet Karam Coffee White Sugar Free Ragi Laddu,sweet-karam-coffee-white-sugar-free-ragi-laddu-sweet-karam-coffee,SWEET KARAM COFFEE,Healthy Snacks & Packaged Foods,Health Foods,LADDU product suitable for a health-focused Indian catalog.,"Sweet Karam Coffee White Sugar Free Ragi Laddu from SWEET KARAM COFFEE, listed in the provided Indian packaged-food dataset.",draft,196,General Fitness,breakfast,"breakfast, sweet karam coffee white sugar free ragi laddu, sweet karam coffee, healthy packaged foods",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,373,7.2,78.8,3.2,11.1,0,3.1,"Use according to the product label. Store in a cool, dry place.","Almonds, Cashews, Finger Millet, Ghee, Jaggery, and Roasted Gram Dal",tree nuts,VAR-196-01,SKU-0371,100 g,100 g,Coffee,,active,159,183,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,breakfast
PROD-197,Taali Cheese & Herbs Protein Puffs,taali-cheese-herbs-protein-puffs-taali,TAALI,Healthy Snacks & Packaged Foods,Health Foods,PUFFS product suitable for a health-focused Indian catalog.,"Taali Cheese & Herbs Protein Puffs from TAALI, listed in the provided Indian packaged-food dataset.",draft,197,General Fitness,protein,"protein, taali cheese herbs protein puffs, taali, healthy packaged foods",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/healthy-snacks.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvaGVhbHRoeS1zbmFja3Mud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc0NjksImV4cCI6MjEwMzA1NzQ2OX0.dwrWkYMdhAVPBgm1Gcew3so5vVFaWx3Tgsk9g28KeoU,,,,,100 g,100,509,16,73,16,5,5,660,"Use according to the product label. Store in a cool, dry place.","Taali Protein Puff Blend (Jowar, Chickpeas, Urad Daal, Rice, Soy Protein Isolate), Cheese Seasoning (Corn Starch, Iodised Salt, Sugar, Milk Solids, Spices & Condiments (Onion, Garlic, Parsley, Oregano), Cheese Powder, Yeast Extract Powder, Acidity Regulator (INS 27), Edible Vegetable Oil)","milk, soy",VAR-197-01,SKU-0347,100 g,100 g,,,active,20,23,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,100 g,protein
